national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
35,2.0,0,6,18,18,6,10,10,10,0,0,0,1.0,1.0,0,1,0,0,1,0,1
9,4.0,0,5,10,15,5,11,21,29,0,0,0,0.73,0.78,0,0,0,0,1,0,0
3,8.0,0,0,0,0,0,0,0,0,1,0,0,0.99,0.98,0,0,0,0,1,0,0
2,9.0,0,0,0,0,0,0,0,0,1,0,0,0.7,0.66,0,0,0,0,1,0,0
0,2.0,24,5,5,5,0,0,0,0,0,0,0,0.96,0.98,0,1,0,0,1,0,0
5,4.0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,1,0,0,1,0,0
1,10.0,0,1,3,4,1,2,3,3,0,0,0,0.89,0.9,0,0,0,0,1,0,1
3,8.0,0,1,2,3,1,3,4,7,0,0,0,0.97,0.88,0,0,0,0,1,0,1
12,9.0,0,0,7,14,2,6,18,21,5,0,0,0.69,0.68,0,0,0,0,1,0,0
744,4.0,0,0,0,0,5,12,64,73,0,0,0,0.97,0.96,0,0,0,0,1,0,0
122,8.0,20,0,0,0,4,16,36,51,1,0,0,0.73,0.69,0,0,0,0,0,0,1
4,4.0,0,0,0,0,1,2,3,5,0,0,0,0.78,0.78,0,0,0,0,1,0,1
0,8.0,0,5,5,5,0,0,0,0,1,0,0,0.2,0.31,0,1,0,0,1,0,1
0,8.0,0,2,4,5,1,2,3,3,0,0,0,0.7,0.74,0,0,0,0,1,0,1
7,10.0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,1,1,0,0
44,8.0,3,0,0,0,8,18,38,65,5,0,0,1.0,0.99,0,0,0,0,1,0,0
150,8.0,0,325,625,1225,196,438,949,1243,0,0,0,0.99,0.93,0,0,0,0,1,0,1
48,2.0,6,66,78,78,0,0,0,0,0,0,0,0.95,0.93,0,1,0,0,1,0,0
104,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1,0,0
586,2.0,10,0,0,0,18,105,258,401,58,0,0,0.66,0.5,0,0,0,0,1,0,0
0,12.0,0,2,2,3,2,2,3,3,0,0,0,0.74,0.74,0,0,0,0,1,0,1
3,9.0,0,0,0,0,0,0,0,1,1,0,0,0.68,0.66,0,0,0,1,1,0,0
32,2.0,0,0,0,0,0,0,13,13,0,0,0,1.0,1.0,0,1,0,0,1,0,0
405,2.0,4,0,0,0,1,10,42,68,38,0,0,0.14,0.14,0,0,0,0,1,0,0
12,8.0,0,4,4,4,5,5,14,27,0,0,0,1.0,1.0,0,0,0,0,1,0,1
75,52.0,0,0,0,0,0,0,2,4,1,0,0,0.0,0.0,0,1,0,0,0,0,0
3,4.0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,1,0,0,1,0,0
22,8.0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.79,0,0,0,0,1,0,0
79,4.0,1,18,18,33,6,14,20,38,9,0,18,0.73,0.78,0,0,0,0,1,0,0
2,2.0,0,8,8,8,0,3,3,3,1,0,0,0.99,0.98,0,0,0,0,1,0,0
1,12.0,0,6,11,13,3,7,15,22,0,0,0,0.66,0.69,0,0,0,0,1,0,1
2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.73,0,0,0,0,1,0,0
33,8.0,1,6,6,6,11,31,49,75,2,0,0,0.99,0.98,0,0,0,0,1,0,0
1,8.0,0,1,1,2,1,2,3,5,1,0,0,0.97,0.93,0,0,0,0,1,0,1
33,8.0,2,26,78,104,5,18,74,132,2,0,0,0.86,0.9,0,0,0,0,1,0,0
11,9.0,0,9,18,27,0,6,8,14,0,0,0,0.99,0.98,0,0,0,0,1,0,0
6,2.0,0,10,15,25,7,21,46,65,0,0,0,0.8,0.82,0,0,0,0,1,0,1
4488,4.0,32,0,0,0,377,1068,2101,3193,297,0,0,0.97,0.91,0,0,0,0,1,0,0
7,12.0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
0,8.0,0,19,26,33,3,24,37,50,4,0,0,0.73,0.73,0,0,0,0,1,0,1
2,2.0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.83,0,0,0,0,1,0,1
440,12.0,0,0,0,0,0,3,5,11,3,0,0,0.74,0.74,0,0,0,0,1,0,0
0,9.0,0,3,3,3,0,1,1,1,0,0,0,0.87,0.72,0,0,0,1,1,0,1
26,2.0,22,60,120,180,29,106,179,231,41,0,0,0.73,0.82,0,0,0,0,1,0,1
0,8.0,0,5,5,5,0,0,0,0,1,0,0,0.2,0.31,0,1,0,0,1,0,1
681,8.0,0,0,0,0,0,0,0,1,2,0,0,0.88,0.93,0,0,0,1,1,0,0
3,8.0,0,0,1,2,0,1,2,2,0,0,0,0.78,0.86,0,0,0,0,1,0,1
6,2.0,0,16,16,16,11,19,22,22,0,0,4,0.24,0.28,0,1,0,0,1,0,1
68,8.0,0,0,0,0,0,1,5,16,4,0,0,0.97,0.94,0,0,0,0,1,0,0
496,12.0,0,0,0,0,1,4,4,4,1,0,0,0.58,0.58,0,1,0,0,1,0,0
0,2.0,0,200,200,200,0,0,0,0,56,0,0,0.99,0.98,0,0,0,1,1,0,1
20,2.0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0,1,0,1,1,0,0
4,8.0,0,12,18,18,6,13,26,38,0,0,0,0.98,0.99,0,0,0,0,1,0,1
262,8.0,136,300,624,948,15,271,553,748,126,0,0,0.33,0.37,0,0,0,0,1,0,0
2,8.0,0,45,73,101,6,25,58,95,0,0,0,0.46,0.35,0,0,0,0,1,0,1
57,8.0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.76,0,0,0,0,1,0,0
45,8.0,0,0,0,0,0,8,10,10,0,0,0,0.83,0.83,0,0,0,0,1,0,0
43,8.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1,1,0,0
174,12.0,0,544,1020,1528,169,546,1066,1545,11,0,0,0.63,0.72,1,0,0,0,1,0,1
7,3.0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,0,1,0,0
0,12.0,0,1,2,2,1,1,2,2,0,0,0,0.63,0.72,0,0,0,0,1,0,1
1,8.0,0,3,5,7,0,2,4,5,3,0,0,0.82,0.68,0,0,0,0,1,0,1
19,12.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
0,8.0,0,8,11,14,0,5,7,13,0,0,0,0.9,0.92,0,0,0,0,1,0,1
76,8.0,1,64,64,128,11,42,89,129,30,0,0,0.43,0.46,0,0,0,0,1,0,0
59,8.0,0,0,0,0,0,0,0,1,1,0,0,0.86,0.94,0,0,0,0,0,0,0
1,12.0,0,29,60,80,5,36,53,97,10,0,0,0.83,0.75,0,0,0,0,1,0,1
23,2.0,0,84,144,204,31,116,212,233,0,1,6,0.96,0.83,0,0,0,0,1,0,1
2,2.0,0,0,0,1,0,0,1,2,0,0,0,0.83,0.66,0,0,0,0,1,0,1
0,2.0,0,5,7,7,0,0,0,0,0,0,0,0.42,0.36,0,1,0,0,1,0,1
170,8.0,0,0,144,144,15,65,156,250,31,0,0,0.52,0.52,0,0,0,0,1,0,0
0,12.0,0,69,85,133,2,37,59,89,1,0,0,0.78,0.78,0,0,0,0,1,0,1
24,9.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.77,0,1,0,0,1,0,0
35,9.0,0,0,0,0,0,0,0,25,0,0,0,0.91,0.77,0,0,0,0,1,0,0
0,2.0,0,64,72,79,0,0,0,0,0,0,0,0.59,0.73,0,0,0,0,1,0,1
419,12.0,0,0,0,0,0,3,5,7,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
0,12.0,0,5,8,10,0,0,0,0,0,0,0,0.82,0.79,0,0,0,0,1,0,1
221,2.0,0,64,256,320,39,117,262,339,42,0,0,0.99,0.96,0,0,0,0,1,0,0
0,0.0,0,2,4,6,2,2,3,5,0,0,0,0.0,0.0,0,0,0,0,0,0,1
23,6.0,0,80,107,152,13,40,85,121,17,0,2,0.68,0.69,0,0,0,0,1,0,1
154,4.0,3,288,444,626,21,68,263,264,62,0,26,0.23,0.21,0,1,0,0,1,0,0
1,12.0,0,6,7,10,1,3,4,8,0,0,0,0.78,0.78,0,0,0,0,1,0,1
4,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.99,0,1,0,0,1,0,0
1,3.0,0,17,26,35,6,14,24,36,0,0,0,0.89,0.9,0,0,0,0,1,0,1
100,8.0,0,875,1350,2300,97,412,947,1263,0,0,0,0.99,0.93,0,0,0,0,1,0,1
4,8.0,0,7,13,19,2,5,11,18,1,0,0,0.99,0.93,0,0,0,0,1,0,1
1,8.0,0,0,0,0,1,8,24,31,0,0,0,1.0,1.0,0,1,0,0,1,0,0
0,8.0,0,24,36,54,7,17,22,37,2,0,0,0.78,0.74,0,0,0,0,1,0,1
-5,8.0,20,182,257,362,87,258,304,384,69,0,0,0.91,0.93,25,0,0,1,1,0,1
0,2.0,0,16,40,40,0,1,1,1,0,0,0,0.84,0.86,0,1,0,1,1,0,1
10,8.0,0,0,0,0,1,4,6,6,0,0,0,0.98,0.97,0,0,0,0,1,0,0
56,8.0,0,0,0,0,47,47,47,47,0,0,0,0.82,0.81,0,0,0,0,1,0,0
0,2.0,0,7,7,7,0,0,0,0,0,0,0,0.49,0.45,0,0,0,0,1,0,1
2,2.0,0,16,16,16,10,25,28,28,0,0,7,0.22,0.27,0,1,0,0,1,0,1
0,2.0,0,18,54,54,3,14,21,29,0,0,0,0.87,0.83,0,0,0,0,1,0,1
-110,12.0,0,2645,4149,5949,133,133,133,133,278,0,0,0.74,0.76,132,0,0,0,1,0,1
0,2.0,0,8,8,8,0,1,1,1,0,0,0,0.33,0.64,0,0,0,0,1,0,1
-4,2.0,2,42,84,133,32,89,99,103,0,0,0,0.4,0.65,4,0,0,0,1,0,1
3,2.0,0,10,10,10,0,3,5,6,0,0,0,0.49,0.45,0,0,0,1,1,0,0
5,8.0,0,33,50,67,7,20,36,65,0,0,0,0.99,0.99,0,0,0,0,1,0,1
13,8.0,0,53,71,83,2,9,26,69,0,0,0,0.37,0.54,0,0,0,0,1,0,1
2095,2.0,0,0,93,220,3,7,9,16,1,0,0,0.83,0.92,0,0,0,0,1,0,0
0,8.0,0,10,20,20,2,7,10,15,1,0,0,0.25,0.36,0,1,0,0,0,0,1
15,2.0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.56,0,0,0,0,1,0,0
9,8.0,0,0,0,0,1,9,14,24,0,0,0,0.97,0.98,0,0,0,0,1,0,0
5,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,1,0,0
9,4.0,0,0,0,1,11,25,27,28,0,0,0,0.73,0.78,0,0,0,0,1,0,1
145,8.0,25,183,333,483,49,181,385,594,179,0,0,1.0,1.0,0,0,0,0,1,0,0
7,9.0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,1,1,0,0
233,8.0,195,157,344,476,89,222,435,664,142,0,0,1.0,1.0,0,0,0,0,1,0,0
6,12.0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,0,1,0,0
0,8.0,0,12,25,35,9,16,26,34,0,0,0,0.7,0.74,0,0,0,0,1,0,1
1,2.0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.4,0,1,0,0,1,0,1
0,2.0,0,16,28,32,1,2,2,2,0,0,0,0.49,0.45,0,0,0,1,1,0,1
179,8.0,0,0,0,0,0,1,2,7,2,0,0,0.91,0.95,0,0,0,0,1,0,0
2,2.0,0,3,8,16,2,16,21,26,0,0,0,0.78,0.86,0,0,0,0,1,0,1
4,2.0,0,0,0,0,2,5,5,5,1,0,0,0.69,0.68,0,0,0,0,1,0,1
635,16.0,1,0,0,450,17,93,204,413,54,0,0,0.93,0.94,0,0,0,0,1,0,0
9,8.0,36,110,178,239,51,145,263,346,41,0,0,0.43,0.46,3,0,0,0,1,0,1
196,2.0,0,0,0,0,0,3,10,13,0,0,0,0.99,0.95,0,0,0,0,1,0,0
4,12.0,0,1,3,3,1,1,2,2,0,0,0,0.78,0.78,0,1,0,0,1,0,0
55,8.0,0,0,0,0,1,2,2,5,3,0,0,0.57,0.74,0,0,0,0,1,0,0
4,8.0,0,0,2,4,1,1,4,7,0,0,0,0.68,0.49,0,0,0,0,1,0,0
56,12.0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.73,0,0,0,0,1,0,0
293,8.0,48,0,192,360,9,32,90,140,54,0,0,0.97,0.97,0,0,0,0,1,0,0
0,3.0,0,30,30,30,0,0,0,0,0,0,0,0.43,0.46,0,1,0,1,1,0,1
310,8.0,80,150,375,600,73,235,446,725,131,0,0,0.93,0.96,0,0,0,0,1,0,0
98,8.0,36,474,606,756,98,342,521,614,0,0,0,0.93,0.93,0,0,0,0,1,0,0
10,2.0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.29,0,0,0,0,1,0,0
2,8.0,0,5,10,14,0,2,7,14,0,0,0,0.0,0.0,0,0,0,0,1,0,1
7,9.0,0,0,0,0,1,2,2,4,0,0,0,0.86,0.69,0,0,0,0,1,0,0
0,4.0,0,18,30,34,2,2,2,2,0,0,0,0.62,0.73,2,1,0,1,1,0,1
0,4.0,0,2,2,2,0,0,0,0,0,0,0,0.7,0.66,0,0,0,0,1,0,0
12,2.0,0,0,0,0,0,0,0,0,1,0,0,0.98,0.83,0,1,0,0,1,0,0
295,4.0,136,240,360,480,35,140,311,548,60,0,0,0.73,0.78,0,0,0,0,1,0,0
54,8.0,0,0,0,0,3,10,17,26,15,0,0,0.84,0.83,0,0,0,1,1,0,0
86,12.0,0,0,0,0,6,21,35,46,11,0,0,0.93,0.95,0,0,0,0,1,0,0
107,8.0,6,216,432,648,50,176,389,627,27,0,0,0.85,0.82,0,0,0,0,1,0,0
2,8.0,0,13,19,28,4,9,20,26,2,0,0,0.99,0.99,0,0,0,0,1,0,1
0,8.0,0,3,5,6,1,4,4,5,0,0,0,0.86,0.88,0,0,0,0,1,0,1
6,4.0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
5,8.0,0,25,25,38,6,18,34,50,0,0,0,0.72,0.72,0,0,0,0,1,0,1
7,4.0,0,0,0,0,0,0,0,2,0,0,0,0.73,0.78,0,0,0,0,1,0,1
0,8.0,0,2,2,3,2,2,3,6,0,0,0,0.96,0.97,0,0,0,0,1,0,1
0,9.0,0,2,3,4,0,0,2,4,1,0,0,0.87,0.72,0,0,0,0,1,0,1
6,8.0,0,10,20,30,3,4,10,27,2,0,0,1.0,0.92,0,0,0,0,1,0,1
0,12.0,0,2,4,5,0,1,2,3,0,0,1,0.63,0.72,0,0,0,1,1,0,1
4,14.0,0,0,0,0,0,0,0,0,3,0,0,0.99,0.99,0,0,0,0,1,0,0
11,2.0,0,0,0,0,0,0,0,0,2,0,0,0.31,0.18,0,1,0,0,1,0,0
0,8.0,0,11,11,11,0,0,1,1,1,0,0,0.42,0.36,0,0,0,0,1,0,1
41,2.0,0,0,0,0,1,4,11,15,2,0,0,0.0,0.0,0,1,0,0,1,0,0
39,8.0,0,0,18,36,8,18,25,42,5,0,0,1.0,0.96,0,0,0,0,1,0,0
4,8.0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,0,0,1,1,0,0
257,8.0,21,320,640,960,42,195,431,685,76,0,0,0.97,0.96,0,0,0,0,1,0,0
4,2.0,0,0,0,0,1,1,1,1,0,0,0,0.53,0.54,0,1,0,0,1,0,0
0,2.0,0,8,8,8,0,2,3,3,1,0,0,0.85,0.83,1,0,0,0,1,0,1
-1,8.0,0,10,15,19,2,4,7,16,0,0,0,0.74,0.76,1,0,0,0,1,0,1
6,9.0,0,12,24,33,5,16,40,54,2,0,0,0.7,0.66,0,0,0,0,1,0,1
17,12.0,16,168,264,328,40,116,208,333,36,0,4,0.62,0.73,0,0,0,0,1,0,1
9,8.0,0,1621,2321,2951,286,855,1503,2283,319,0,70,0.05,0.12,32,0,0,0,1,0,1
0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.94,0,0,0,0,1,0,0
0,8.0,0,12,12,24,1,4,11,15,1,0,0,0.97,0.97,0,0,0,0,1,0,1
13,52.0,0,0,0,0,0,0,0,0,2,0,0,0.9,0.95,0,1,0,0,1,0,0
2,0.0,0,29,43,57,3,16,30,50,3,0,0,0.0,0.0,0,0,0,0,0,0,1
2,8.0,0,0,0,0,3,3,3,3,1,0,0,0.42,0.41,0,0,0,0,1,0,1
5,8.0,0,0,0,0,0,0,0,0,1,0,0,0.76,0.77,0,0,0,0,1,0,0
9,8.0,0,14,22,38,9,17,35,55,14,0,0,1.0,0.89,0,0,0,0,1,0,1
3,8.0,0,0,0,0,0,0,0,0,1,0,0,0.42,0.36,0,0,0,0,1,0,0
1,8.0,0,0,0,0,0,0,0,0,1,0,0,0.8,0.82,0,0,0,0,1,0,0
23,8.0,0,30,60,60,14,56,88,121,0,0,0,0.82,0.78,0,0,0,0,1,0,1
2,2.0,0,2,2,2,4,6,8,14,0,0,0,0.5,0.25,0,1,0,0,1,0,1
19,8.0,2,455,722,1028,78,286,655,963,68,0,24,0.73,0.68,6,0,0,0,1,0,1
5,2.0,2,20,44,68,2,15,24,31,4,0,0,1.0,0.93,0,0,0,0,1,0,1
6,12.0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,1,1,0,0
5,8.0,0,0,0,0,0,2,3,5,1,0,0,0.95,0.97,0,1,0,0,1,0,0
0,12.0,0,8,12,18,3,6,10,14,0,0,0,0.66,0.69,0,0,0,0,1,0,1
10,2.0,0,0,0,0,5,33,33,33,0,0,0,0.69,0.69,0,0,0,0,1,0,1
0,8.0,0,7,7,7,0,0,4,4,0,0,2,0.37,0.36,0,0,0,0,1,0,1
8,8.0,4,12,24,40,1,12,26,37,8,0,0,0.43,0.46,0,0,0,0,1,0,0
96,12.0,0,0,0,0,0,0,1,1,0,0,0,0.96,0.86,0,0,0,0,1,0,0
8,8.0,0,0,0,0,1,2,3,9,0,0,0,0.71,0.75,0,0,0,0,1,0,0
0,8.0,0,10,10,10,0,2,4,9,0,0,0,0.17,0.33,0,0,0,0,1,0,1
-55,8.0,2,428,526,606,25,100,205,387,52,0,0,-99.0,-99.0,56,0,0,0,1,0,1
1250,12.0,0,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
2,8.0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.86,0,0,0,0,1,0,0
9,2.0,0,0,0,0,0,1,1,1,0,0,0,0.8,0.82,0,1,0,0,1,0,0
2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
3,8.0,0,7,14,14,3,6,15,18,0,0,0,1.0,1.0,0,0,0,0,1,0,1
0,2.0,0,12,18,18,0,0,0,0,1,0,0,0.94,0.95,0,0,0,1,1,0,1
144,12.0,0,0,0,0,1,8,13,23,1,0,0,0.93,0.88,0,0,0,0,1,0,0
0,8.0,1,7,7,7,0,4,8,11,0,0,2,0.92,0.89,0,0,0,0,1,0,1
459,8.0,194,320,640,960,101,311,591,969,99,0,0,0.95,0.96,0,0,0,1,1,0,0
2,9.0,0,43,64,85,2,15,37,51,3,0,0,0.54,0.47,0,0,0,0,1,0,1
3076,8.0,0,600,3000,3600,334,1067,2691,5130,615,0,0,0.25,0.31,0,0,0,0,1,0,0
2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.7,0,0,0,0,1,0,0
19,2.0,0,0,0,0,1,1,4,5,2,0,0,0.87,0.93,0,0,0,0,1,0,0
9,9.0,0,0,0,0,0,1,1,1,1,0,0,0.99,0.98,0,0,0,0,1,0,0
6,10.0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,0,1,0,0
6,2.0,8,28,56,70,11,21,33,91,0,0,0,0.97,0.92,0,0,0,0,1,0,1
12,2.0,0,0,0,0,0,2,2,5,0,0,0,0.53,0.54,0,1,0,0,1,0,0
0,12.0,0,20,30,50,2,11,24,34,0,0,0,0.9,0.89,0,0,0,0,1,0,1
0,3.0,0,4,4,4,0,2,4,5,0,0,0,0.89,0.9,0,0,0,0,1,0,1
8,2.0,0,0,15,30,1,6,12,14,0,0,0,0.76,0.78,0,0,0,1,1,0,0
0,52.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.97,0,1,0,0,0,0,0
2,8.0,0,3,5,8,1,3,6,7,0,0,0,0.8,0.82,0,0,0,0,1,0,1
2,8.0,0,2,4,6,2,4,4,8,1,0,0,0.97,0.93,0,0,0,0,1,0,1
7,6.0,0,0,0,0,0,0,0,0,2,0,0,0.81,0.87,0,0,0,0,1,0,0
354,2.0,568,1680,3360,5250,706,2350,3783,5140,289,0,0,0.69,0.69,6,0,0,0,1,0,0
0,8.0,0,4,4,4,4,4,6,6,1,0,0,0.99,0.9,0,0,0,0,1,0,1
6,2.0,0,48,72,96,15,41,58,80,0,0,0,0.0,0.0,0,0,0,0,1,0,1
34,2.0,0,0,0,0,4,6,6,9,0,0,0,1.0,0.78,0,1,0,0,1,0,0
13,6.0,0,6,13,20,1,14,31,45,2,0,0,0.89,0.89,0,0,0,0,1,0,0
236,2.0,0,0,0,0,0,1,1,1,0,0,0,-99.0,-99.0,0,0,0,1,1,0,0
19,10.0,0,0,0,0,0,0,1,2,2,0,0,0.98,0.98,0,0,0,1,1,0,0
0,8.0,0,15,25,35,10,15,15,15,2,0,0,1.0,0.94,0,0,0,0,1,0,1
47,2.0,0,0,0,0,2,2,3,7,0,0,0,-99.0,0.32,0,1,0,0,1,0,0
60,30.0,0,0,0,0,8,26,48,67,3,0,0,0.86,0.86,0,0,0,1,1,0,0
151,8.0,14,98,278,386,28,127,276,420,64,0,0,0.95,0.97,0,0,0,0,1,0,0
245,8.0,122,588,1506,2208,585,1566,3082,4410,121,0,0,0.31,0.41,0,0,0,1,1,0,1
1,8.0,0,2,3,4,0,1,1,3,0,0,0,0.14,0.14,0,0,0,1,1,0,1
245,4.0,190,159,318,318,62,197,413,646,40,0,0,0.73,0.78,0,0,0,0,1,0,0
0,12.0,0,2,4,5,0,1,2,3,0,0,0,0.78,0.78,0,0,0,1,1,0,1
5,2.0,0,4,12,20,8,13,20,32,2,0,0,0.98,0.95,0,0,0,0,1,0,1
0,2.0,0,33,71,104,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,1
3,8.0,0,0,0,0,0,0,0,0,1,0,0,0.13,0.09,0,0,0,0,1,0,0
2,8.0,0,4,7,11,0,6,9,12,0,0,0,0.98,0.88,0,0,0,0,1,0,1
2,2.0,0,0,0,0,0,1,6,6,0,0,0,0.99,0.99,0,0,0,0,1,0,1
2,11.0,0,31,47,64,10,26,36,45,3,0,0,0.85,0.77,0,0,0,0,1,0,1
146,8.0,44,169,349,529,66,253,506,734,122,0,0,0.99,0.97,0,0,0,0,1,0,0
314,2.0,0,0,0,0,20,47,81,120,23,0,0,0.85,0.95,0,0,0,0,1,0,0
806,8.0,171,632,1152,1542,242,676,1188,1818,302,0,0,0.93,0.9,0,0,0,0,1,0,0
444,8.0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.54,0,0,0,1,1,0,0
145,12.0,4,0,0,200,27,66,110,162,24,0,0,0.94,0.87,0,0,0,0,1,0,0
4,12.0,0,1,6,8,3,4,10,19,0,0,0,0.87,0.75,0,0,0,1,1,0,0
4,3.0,0,5,10,10,4,9,10,15,0,0,0,0.98,0.98,0,0,0,0,1,0,1
27,8.0,51,371,565,887,81,314,571,733,60,0,29,0.79,0.66,3,0,0,0,1,0,1
119,2.0,0,0,0,0,0,0,0,0,2,0,0,1.0,0.98,0,1,0,0,1,0,0
49,52.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0,1,0,0,1,0,0
1,8.0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.45,0,1,0,0,1,0,0
4,8.0,0,0,5,10,3,6,7,7,0,0,0,0.78,0.76,0,0,0,1,1,0,1
2,9.0,0,0,0,0,0,0,0,0,1,0,0,0.68,0.66,0,0,0,0,1,0,0
61,8.0,1,51,91,131,25,70,125,205,30,0,0,1.0,0.99,0,0,0,0,1,0,0
21,2.0,0,0,0,0,0,0,0,0,1,0,0,0.65,0.41,0,1,0,0,1,0,0
0,2.0,0,14,14,14,0,0,1,1,0,0,0,0.83,0.86,0,1,0,0,0,0,1
47,2.0,0,0,0,0,0,1,5,5,0,0,0,0.93,0.91,0,0,0,0,1,0,0
8,8.0,0,20,40,40,9,27,43,68,2,0,0,0.61,0.62,0,0,0,1,1,0,1
59,2.0,0,0,0,0,0,1,1,9,0,0,0,0.97,0.95,0,0,0,0,1,0,0
0,2.0,0,5,5,5,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,1,0,1
20,12.0,0,0,0,0,0,0,1,1,0,0,0,0.08,0.12,0,0,0,0,1,0,1
0,9.0,0,6,8,9,1,1,4,10,2,0,0,0.69,0.68,0,0,0,1,1,0,1
-62,8.0,0,120,120,120,1,109,120,133,53,0,0,0.74,0.79,0,0,0,0,1,0,1
7,8.0,0,9,15,24,5,10,18,24,6,0,0,0.91,0.9,0,0,0,0,1,0,0
3,2.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.96,0,1,0,0,1,0,0
4,10.0,0,0,0,0,0,0,2,3,0,0,0,0.89,0.9,0,0,0,0,1,0,0
202,2.0,0,0,0,0,1,3,6,26,0,0,0,0.92,0.92,0,0,0,0,1,0,0
3,8.0,6,171,271,371,29,112,235,351,30,0,29,0.37,0.54,4,0,0,0,1,0,1
107,52.0,0,0,0,0,0,4,9,15,0,0,0,0.62,0.62,0,1,0,0,0,0,0
0,14.0,0,3,3,4,1,2,3,3,0,0,0,0.89,0.9,0,0,0,0,1,0,1
12,8.0,15,364,578,739,51,198,405,654,39,0,23,0.51,0.53,3,0,0,1,1,0,1
5,8.0,0,7,14,14,2,4,11,17,0,0,0,0.99,0.93,0,0,0,0,1,0,1
91,12.0,0,0,0,0,3,17,42,53,13,0,0,0.9,0.95,0,0,0,0,1,0,0
14,2.0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,1,1,0,0
2,8.0,0,24,37,50,2,13,23,44,0,0,0,0.97,0.94,0,0,0,0,1,0,1
35,6.0,0,0,27,27,6,20,39,66,7,0,0,0.78,0.78,0,0,0,1,1,0,1
273,2.0,0,0,0,0,0,0,3,3,1,0,0,0.83,0.86,0,0,0,0,1,0,0
96,4.0,110,40,80,120,30,90,164,278,35,0,0,0.73,0.78,0,0,0,0,1,0,0
1,2.0,4,4,8,16,1,4,15,21,0,0,0,0.75,0.89,0,0,0,0,1,0,1
124,2.0,0,0,0,0,2,3,14,14,1,0,0,0.84,0.62,0,0,0,0,1,0,0
11,9.0,0,7,7,7,0,4,8,13,0,0,0,0.99,0.98,0,0,0,0,1,0,0
30,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.8,0,0,0,1,1,0,0
3,12.0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
3,12.0,2,1,5,6,0,2,8,13,3,0,0,0.99,0.99,0,0,0,1,1,0,1
340,2.0,525,1176,2328,3456,460,1291,2232,3058,356,0,0,0.95,0.97,0,0,0,0,1,0,0
8,12.0,0,216,336,432,44,126,239,341,31,0,0,0.78,0.78,1,0,0,1,1,0,1
10,8.0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.82,0,0,0,1,1,0,0
