national_inv,lead_time,in_transit_qty,forecast_3_month,sales_3_month,went_on_backorder
0,8.0,0,6,0,1
0,12.0,0,6,4,1
-1,8.0,0,18,6,1
0,8.0,0,3,3,1
0,8.0,0,4,4,1
25,8.0,0,140,95,1
6,2.0,0,28,12,1
2,2.0,0,3,4,1
23,2.0,0,0,1,1
4,9.0,0,10,11,1
5,2.0,0,10,1,1
4,2.0,0,6,9,1
8,8.0,7,14,9,1
8,4.0,0,0,0,0
4,8.0,0,0,1,0
2,8.0,0,35,31,1
0,8.0,0,6,3,1
10,8.0,0,0,3,1
2,2.0,0,0,10,1
21,8.0,0,0,1,0
12,2.0,0,0,1,0
6,2.0,0,0,0,1
3,8.0,1,0,13,1
8,2.0,0,1,0,1
1,8.0,0,2,0,1
18,8.0,0,13,19,0
0,0.0,0,5,3,1
43,12.0,0,208,161,1
2,2.0,1,1,4,0
2,8.0,0,3,3,1
1,8.0,0,0,0,0
55,8.0,3,322,144,1
0,12.0,12,0,0,0
6,8.0,0,0,2,0
28,2.0,84,112,82,1
35867,18.0,0,0,4082,0
2,8.0,0,16,13,1
0,8.0,0,4,4,1
4,4.0,0,0,0,0
12,8.0,0,0,0,0
146,2.0,31,132,155,0
306,8.0,55,194,350,0
15,8.0,0,4,0,0
62,2.0,0,100,16,1
1,8.0,0,52,53,1
2,12.0,0,9,4,1
0,9.0,0,24,8,1
4,8.0,0,0,0,0
4,12.0,0,20,10,1
13,2.0,4,32,48,1
0,12.0,0,12,0,1
1233,8.0,0,0,0,0
4,9.0,0,0,0,0
0,2.0,0,22,23,1
0,2.0,0,18,0,1
4,8.0,0,10,20,1
772,12.0,122,554,832,0
5,8.0,0,0,1,1
1,2.0,8,40,41,1
24,8.0,0,0,3,1
7,8.0,0,0,0,0
103,8.0,7,85,84,0
1,9.0,0,47,28,1
0,2.0,0,18,2,1
0,8.0,0,60,51,1
0,4.0,0,259,3,1
0,52.0,0,25,0,1
-34,12.0,0,1320,584,1
64,12.0,0,0,0,0
3,2.0,0,2,7,1
2,16.0,0,0,0,0
0,8.0,0,47,23,1
8,12.0,0,0,1,1
0,12.0,0,9,0,0
23,12.0,0,0,0,0
0,9.0,0,2,1,1
4,2.0,0,4,9,1
0,8.0,0,0,0,0
1,8.0,0,7,9,1
74,8.0,6,0,18,0
-4,8.0,0,7,12,1
2,2.0,0,3,2,1
0,12.0,0,6,1,1
-1,4.0,0,15,29,1
230,9.0,0,0,157,1
-1,8.0,0,6,3,1
2,2.0,0,42,26,1
2,8.0,0,4,2,0
4,12.0,0,0,0,0
6,4.0,0,38,22,1
0,12.0,0,0,0,0
1,12.0,0,7,0,1
0,9.0,0,1,0,1
0,8.0,0,0,4,1
4366,12.0,288,1152,3279,0
-1,52.0,0,0,7,1
0,8.0,0,2,0,1
9,8.0,0,0,1,0
2,12.0,0,0,0,0
23,9.0,0,0,0,0
0,2.0,0,6,0,1
163,8.0,0,0,50,1
0,2.0,0,509,0,1
415,8.0,0,0,18,0
-1,8.0,1,10,5,1
99,2.0,0,0,526,1
0,8.0,0,0,0,1
8,2.0,0,0,2,0
899,2.0,0,0,0,0
0,8.0,0,14,20,1
3,2.0,0,0,0,0
5,3.0,0,0,10,1
0,8.0,0,7,0,1
3,2.0,0,0,2,1
0,4.0,0,12,0,1
92,2.0,133,120,158,0
10,4.0,1,0,3,0
8,8.0,0,0,0,0
131,2.0,14,881,392,1
1,8.0,0,1,2,1
3,12.0,0,0,1,0
7,8.0,0,288,51,1
1,4.0,0,6,11,1
21,0.0,14,248,186,1
0,12.0,0,5,5,1
2,8.0,0,0,0,0
2,8.0,0,18,16,1
1096,8.0,12236,1894,4690,0
1,8.0,0,0,0,0
6,8.0,0,9,6,0
0,8.0,0,4,6,1
0,2.0,0,22,0,0
54,12.0,35,26,60,0
23,9.0,0,0,0,0
-25,3.0,0,72,68,1
9,8.0,0,65,114,1
500,2.0,0,0,0,0
0,8.0,0,21,10,1
465,2.0,138,1052,1249,0
0,2.0,0,22,0,1
181,12.0,11,0,79,0
563,9.0,0,0,0,0
10,8.0,0,0,0,0
4,2.0,0,6,5,1
28,4.0,0,43,28,1
3,8.0,0,0,0,0
5,2.0,0,11,20,0
20,8.0,0,35,35,0
4,8.0,0,10,6,1
128,12.0,51,40,79,0
2,12.0,0,0,0,0
65,8.0,0,98,70,0
269,9.0,0,0,2,0
10,8.0,0,0,22,1
2,3.0,0,10,9,1
6,2.0,0,0,0,0
0,2.0,0,13,0,1
199,8.0,80,267,272,0
0,8.0,0,4,3,1
6,8.0,0,25,32,0
23,2.0,0,0,6,0
25,9.0,0,0,1,0
1,2.0,0,4,31,1
11,8.0,0,0,0,0
13,2.0,0,12,17,1
5,8.0,0,16,22,1
10,2.0,0,0,0,1
11,2.0,10,27,71,1
2,12.0,0,0,0,0
2,2.0,0,2,7,1
0,2.0,0,6,0,1
274,8.0,21,573,612,0
0,3.0,0,20,10,1
0,2.0,0,8,0,1
15,52.0,0,18,0,0
0,2.0,0,4,0,1
55,12.0,6,176,107,0
5,2.0,0,0,8,1
9,3.0,0,0,2,0
20,8.0,0,0,0,0
11,9.0,0,0,10,0
0,2.0,0,10,0,1
14,4.0,0,45,47,0
3,4.0,0,0,0,0
2,12.0,2,185,5,1
2,9.0,0,0,0,0
0,8.0,0,16,14,1
200,2.0,0,295,243,1
-1,9.0,0,11,22,1
0,8.0,0,2,1,1
33,9.0,0,0,0,0
7,8.0,0,24,16,1
116,2.0,81,300,271,1
20,9.0,0,0,0,0
16,2.0,0,0,0,0
7,9.0,0,0,0,0
0,8.0,10,9,7,0
9,8.0,0,0,1,0
18,2.0,0,0,7,0
-1,12.0,0,6,4,1
1,12.0,0,2,1,0
0,8.0,2,1,1,1
12,8.0,0,393,268,1
48,12.0,0,0,49,1
0,2.0,0,12,4,1
3,9.0,0,0,0,0
7,2.0,0,5,10,1
10,4.0,0,0,0,0
0,8.0,0,22,15,1
1,2.0,0,1,1,1
0,5.0,0,12,0,1
0,2.0,0,11,6,1
176,8.0,58,516,519,0
5,8.0,0,0,1,0
4,12.0,0,0,0,0
6,12.0,0,0,2,1
2,8.0,2,11,17,0
112,2.0,15,400,498,1
15046,2.0,0,0,87,0
895,4.0,0,0,112,0
78,12.0,0,0,1,0
49,9.0,10,19,24,0
1388,52.0,0,0,12,0
4,52.0,0,0,0,0
2,12.0,0,0,0,0
78,2.0,0,40,2,0
0,8.0,0,3,3,1
19,8.0,1,200,91,1
1277,2.0,479,2400,2321,0
2,8.0,0,0,0,0
6,2.0,0,0,0,0
104,8.0,0,0,0,0
19,0.0,0,0,0,0
25,8.0,0,0,0,0
39,12.0,0,0,0,0
6,8.0,0,28,27,1
89,2.0,0,0,1,0
11,9.0,0,26,30,1
34,8.0,0,240,241,1
2,9.0,0,0,0,0
15,8.0,3,286,160,1
4,3.0,0,14,26,1
37,8.0,5,21,21,0
20,8.0,0,0,1,0
11,2.0,0,0,6,0
4,4.0,0,3,4,1
1,12.0,0,4,0,0
0,4.0,0,13,0,1
12,8.0,0,0,0,0
2,2.0,1,2,2,1
8317,5.0,6417,30768,13863,0
102,4.0,0,0,2,0
38,12.0,0,0,4,0
12,8.0,0,30,39,1
175,12.0,0,0,2,0
6,12.0,0,0,0,0
0,8.0,0,2,2,0
15,4.0,0,0,0,0
4,8.0,0,10,14,1
79,8.0,20,152,163,0
31,2.0,0,264,181,1
-52,15.0,0,128,40,1
0,2.0,0,5,0,0
0,2.0,0,32,21,0
40,2.0,0,0,0,0
3,9.0,0,0,0,0
0,8.0,315,8180,0,1
21,8.0,0,0,0,0
19,8.0,0,0,0,0
2,8.0,0,0,0,0
700,52.0,0,0,0,0
55,2.0,0,20,45,1
821,3.0,0,0,125,0
313,8.0,0,0,5,0
20,3.0,0,100,92,1
0,12.0,0,0,0,1
594,8.0,0,1200,0,1
0,2.0,0,1,0,1
0,2.0,0,8,0,0
0,2.0,0,138,0,1
11,4.0,0,0,0,0
0,8.0,0,115,0,1
0,2.0,0,20,0,1
3,2.0,0,8,7,1
6,8.0,0,24,21,1
16,8.0,0,25,33,1
3,8.0,0,0,0,0
52,8.0,0,0,0,0
7,4.0,0,10,11,1
19,8.0,0,96,63,1
1,8.0,0,1,1,0
-1,12.0,0,4,4,1
3,4.0,0,6,2,1
11,4.0,0,0,0,0
63,8.0,20,78,96,0
0,8.0,0,7,5,1
2,3.0,0,5,7,1
16,2.0,7,0,9,0
2,8.0,0,0,0,0
3,2.0,7,10,11,1
3,8.0,0,6,7,1
8,2.0,0,0,35,1
5,2.0,0,0,0,0
1,8.0,0,4,2,1
19,8.0,0,16,0,0
0,2.0,0,0,0,0
1,8.0,0,16,15,1
0,2.0,0,538,3,1
49,8.0,0,20,61,0
-152,12.0,0,626,299,1
0,8.0,2,5,5,1
4,8.0,0,5,2,1
0,8.0,0,4,5,1
0,9.0,0,2,2,1
0,2.0,0,20,0,0
2,8.0,0,0,3,0
1,2.0,0,0,0,0
1,8.0,0,1,3,1
10,8.0,0,0,0,0
168,8.0,16,84,143,0
6,2.0,0,0,1,0
27,8.0,12,7,24,1
1,8.0,0,14,9,1
27,8.0,8,113,134,1
6,2.0,12,29,27,1
3,12.0,0,1,1,0
0,8.0,0,0,0,1
3,4.0,0,0,0,0
5,8.0,0,31,15,1
68,8.0,38,0,38,0
6,8.0,0,0,0,0
9,2.0,0,0,14,1
1,8.0,0,19,6,1
79,2.0,28,716,99,1
16,2.0,0,0,8,0
6,4.0,0,0,0,0
5,8.0,0,10,14,1
9,4.0,0,0,0,0
0,2.0,0,53,4,1
21,8.0,0,0,0,0
35,8.0,0,0,8,0
1,4.0,0,0,1,1
24,10.0,0,0,3,0
0,2.0,0,10,0,1
3,8.0,0,18,22,1
0,2.0,0,2,5,1
0,8.0,0,0,0,0
16,8.0,0,0,0,0
5,8.0,6,172,124,1
0,13.0,0,6,0,0
-6,8.0,0,32,17,1
0,2.0,0,11,0,1
0,8.0,0,535,0,1
9,8.0,0,8,9,0
-1,8.0,27,110,147,1
6,4.0,0,0,0,0
0,2.0,0,289,1,1
1,8.0,0,34,22,1
533,8.0,88,204,261,0
82,4.0,0,0,4,0
0,2.0,0,25,0,1
13,4.0,0,0,3,0
0,2.0,0,17,0,1
0,12.0,0,195,0,0
143,8.0,0,45,82,0
2,8.0,0,0,0,0
6,2.0,0,160,110,0
3,12.0,0,16,15,0
29,8.0,0,0,2,0
55,8.0,0,0,0,0
26,8.0,0,0,0,0
7,2.0,0,36,0,0
0,2.0,0,0,0,1
0,8.0,0,0,0,0
3,4.0,0,0,3,1
0,2.0,0,144,3,1
17352,8.0,0,0,0,0
17,8.0,177,360,532,1
54,2.0,0,0,57,1
2473,8.0,0,0,25,0
114,9.0,0,0,0,0
14,15.0,0,16,3,0
69,8.0,0,0,2,0
0,2.0,0,0,2,0
2352,7.0,6,4800,4072,0
10,2.0,0,0,0,1
1379,8.0,12,0,205,0
0,4.0,0,4,0,0
0,2.0,0,12,7,1
18,8.0,0,0,0,0
7,2.0,0,36,42,1
2,9.0,0,0,0,0
343,12.0,0,0,0,0
420,8.0,0,0,0,0
10,2.0,0,180,149,1
0,4.0,0,2,0,0
2,2.0,0,0,0,0
0,8.0,0,26,14,1
8,2.0,0,0,22,1
3,4.0,0,0,0,0
4,2.0,0,3,4,1
100,8.0,15,68,128,0
2,8.0,0,0,0,0
6,12.0,0,0,0,0
1706,4.0,59,3140,3616,0
9,8.0,0,24,20,1
0,6.0,0,13,6,1
143,9.0,0,0,0,0
2,8.0,4,17,23,1
0,2.0,0,6,0,0
7,8.0,0,0,0,0
-29,8.0,36,573,314,1
0,12.0,1,3,2,1
35,2.0,18,36,0,1
93,8.0,14,50,55,0
13,2.0,0,0,0,0
1215,12.0,0,0,25,0
18,12.0,0,0,6,0
0,12.0,0,6,13,1
0,8.0,0,11,0,1
0,2.0,0,142,0,1
0,2.0,0,33,0,1
3,8.0,0,16,22,1
9,12.0,0,0,0,0
8,2.0,0,7,5,0
-360,8.0,0,1566,478,0
0,2.0,0,38,2,1
8,12.0,0,24,34,1
6,2.0,12,108,73,1
88,4.0,0,0,0,0
0,9.0,0,0,39,0
148,0.0,0,0,1,0
33,8.0,1,0,21,1
-3,8.0,255,2209,1286,1
6,9.0,0,0,0,0
0,8.0,0,840,0,1
2,9.0,0,0,5,0
3,4.0,2,4,4,0
19,2.0,0,42,8,1
0,0.0,0,14,11,1
0,12.0,0,8,8,1
1,2.0,0,2,2,1
72,13.0,69,54,58,0
16,8.0,0,160,88,1
-8,8.0,0,157,156,1
12,2.0,0,0,0,0
4,2.0,0,1,4,1
0,8.0,0,11,0,0
45,8.0,183,474,539,1
10,12.0,0,2,0,0
273,8.0,148,1034,703,0
320,4.0,260,170,92,0
0,2.0,0,472,0,1
0,8.0,0,0,0,0
4,16.0,0,0,0,0
-66,8.0,67,811,691,1
1,12.0,0,0,0,0
12,2.0,0,30,24,1
165,4.0,0,0,0,0
21,8.0,0,0,9,0
9,8.0,0,0,16,0
19,9.0,1,0,4,0
100,8.0,0,47,48,0
13,8.0,0,0,0,0
182,6.0,1,0,114,0
11,2.0,0,0,0,0
2,8.0,0,0,0,1
85,52.0,0,0,5,0
5,8.0,0,0,3,0
410,2.0,150,399,472,0
0,2.0,0,0,0,1
24,8.0,0,7,24,0
0,8.0,0,19,15,1
10,2.0,22,75,102,1
0,2.0,0,16,0,1
84,8.0,0,60,62,0
3,8.0,2,18,18,1
720,8.0,300,0,359,0
3,8.0,0,5,8,0
0,2.0,0,414,0,1
34,2.0,0,0,0,0
3,8.0,0,0,0,0
10,2.0,0,0,0,0
10,2.0,0,88,0,0
1,2.0,0,0,0,0
2570,8.0,1284,8942,7160,0
1,2.0,5,2,0,0
0,8.0,0,0,1,0
1524,16.0,21,0,263,0
0,8.0,0,16,9,1
7,4.0,0,32,45,1
378,12.0,341,1760,1642,1
-21,8.0,0,36,0,1
26,8.0,0,175,114,1
139,8.0,10,475,495,1
0,2.0,0,142,0,1
-80,9.0,0,438,293,1
0,9.0,0,387,0,1
-10,8.0,30,212,268,1
497,9.0,0,0,4,0
0,12.0,0,5,0,0
0,52.0,0,0,0,1
3,8.0,0,0,4,1
9,2.0,0,12,10,1
76,8.0,0,238,194,1
0,2.0,0,4,6,1
46,2.0,0,0,2,0
12,8.0,0,0,6,0
10,16.0,2,58,32,1
117,8.0,84,171,282,0
152,8.0,14,0,67,0
0,8.0,0,13,10,1
0,2.0,0,104,12,1
0,8.0,0,6,1,1
600,10.0,0,0,4,0
0,12.0,0,10,9,1
87,9.0,19,18,76,0
7,8.0,0,0,0,0
21,2.0,0,0,0,0
1,8.0,0,0,0,0
16,8.0,0,0,1,0
113,8.0,2,100,117,0
6,3.0,0,0,0,0
4,8.0,0,179,141,1
6,12.0,48,384,442,1
2,8.0,0,9,13,1
221,4.0,0,0,3,0
591,9.0,0,0,0,0
4,8.0,0,2,1,0
0,8.0,0,5,5,1
0,2.0,0,5,0,0
0,8.0,0,0,0,0
81,8.0,41,0,36,0
-490,8.0,0,11210,2038,1
5,8.0,0,35,28,1
2,2.0,0,0,1,1
61,9.0,0,0,1,0
13,8.0,27,0,9,0
4,8.0,0,17,8,1
17,2.0,0,24,34,1
0,0.0,0,5,8,1
0,8.0,0,156,0,1
0,2.0,0,12,33,1
13,12.0,2,0,0,0
1,4.0,0,0,0,1
5,2.0,0,12,0,0
100,12.0,0,0,0,0
2,2.0,0,18,5,1
14,8.0,10,1362,825,1
73,8.0,7,12,32,0
0,8.0,0,14,0,0
0,8.0,0,0,0,0
8,8.0,0,0,0,0
4,4.0,0,0,0,0
9,8.0,0,5,24,1
0,2.0,0,0,0,0
0,8.0,0,7,6,1
153,4.0,3,578,302,1
80,4.0,6,0,54,0
4,8.0,0,43,26,1
30,4.0,0,0,1,0
2,12.0,0,0,0,0
11,8.0,0,12,10,1
8770,8.0,4300,0,1463,0
25,8.0,0,0,0,0
8,9.0,0,0,2,0
5,2.0,14,62,139,1
2,8.0,0,1,8,1
-1,8.0,0,15,7,1
23,12.0,0,0,0,0
14,8.0,0,0,0,0
2,3.0,0,0,1,1
9,8.0,0,0,2,0
130,0.0,18,204,76,0
0,2.0,0,50,0,1
10,12.0,0,50,34,1
55,4.0,0,0,6,0
-6,8.0,6,26,25,1
0,8.0,0,7,6,1
13,2.0,0,11,13,1
14,8.0,0,0,0,1
33,12.0,0,0,2,0
19,3.0,0,0,6,0
58,8.0,5,141,93,0
10,2.0,18,10,0,0
12,2.0,0,12,15,1
3,2.0,0,4,4,1
0,8.0,0,16,0,1
-15,3.0,0,32,12,1
0,2.0,0,7,0,1
32,8.0,0,0,2,0
345,8.0,0,0,0,0
0,2.0,0,700,0,1
4,8.0,0,1,4,0
17,12.0,3,510,233,1
-20,12.0,0,81,38,1
8,2.0,0,8,28,1
13,8.0,0,0,1,0
1,12.0,0,4,4,1
3,2.0,0,3,7,1
2,8.0,2,18,18,1
11,2.0,0,12,12,1
0,8.0,0,216,174,1
1109,8.0,0,0,51,0
0,9.0,0,2,2,1
4087,8.0,0,0,11,0
0,14.0,0,12,2,1
1,8.0,0,8,2,1
17,12.0,0,0,0,0
3,2.0,0,0,0,1
6,9.0,0,0,0,0
61,8.0,0,268,238,1
12,8.0,0,0,2,0
47,52.0,0,0,12,0
26,2.0,0,0,1,0
3,8.0,0,0,0,0
-7,12.0,0,10,3,1
0,2.0,0,4,1,1
32,9.0,0,0,1,0
-7,6.0,3,7,13,1
7,4.0,0,0,0,0
5,2.0,0,12,11,1
88,2.0,85,348,337,0
28,4.0,1,0,2,0
0,2.0,0,1,0,1
0,4.0,0,0,0,1
438,8.0,152,1306,1778,1
3,8.0,0,10,10,1
460,12.0,0,0,9,0
2,2.0,0,1,0,1
20,4.0,0,19,24,0
0,2.0,0,4,0,1
55,12.0,0,0,2,0
4,9.0,0,37,33,1
1,8.0,0,0,1,0
34,6.0,0,0,20,1
100,12.0,0,0,0,0
13,4.0,0,0,0,0
83,8.0,0,0,0,0
73,2.0,0,0,4,0
-1,9.0,0,49,32,1
0,8.0,0,5,0,1
278,8.0,0,0,11,0
137,8.0,0,859,571,0
4,8.0,3,9,4,0
260,8.0,105,617,1545,1
2,4.0,0,0,0,0
93,8.0,96,24,160,0
11,2.0,0,0,0,1
17,8.0,0,0,6,0
4,14.0,0,0,0,0
28,2.0,0,0,0,0
-117,8.0,277,7419,2445,1
-5,8.0,6,62,27,1
8,8.0,0,30,12,1
3,3.0,0,0,0,0
5,2.0,0,5,14,1
-35,8.0,46,403,331,1
0,2.0,0,5,2,1
0,2.0,12,72,2,1
65,8.0,0,0,4,0
591,8.0,179,565,555,0
0,9.0,28,42,0,0
125,8.0,59,105,149,0
5,8.0,0,0,0,0
5,8.0,1,19,5,1
3,3.0,0,1,1,1
3,8.0,0,0,0,0
24,2.0,0,0,9,0
0,8.0,0,927,1,1
19,8.0,0,0,1,0
3,12.0,0,0,0,0
-1,12.0,0,360,57,1
3,14.0,0,291,144,1
86,9.0,0,0,1,0
0,2.0,0,17,0,1
64,8.0,0,0,30,0
12,12.0,0,13,21,1
80,8.0,0,0,0,0
19,8.0,5,403,280,1
2,52.0,0,0,0,0
18,12.0,0,62,50,0
0,2.0,0,11,0,1
3,8.0,0,0,0,0
6,8.0,0,86,41,1
55,2.0,0,30,0,0
1286,2.0,0,320,982,0
0,9.0,0,2,0,1
8,8.0,0,12,9,1
10,8.0,0,41,42,1
0,2.0,0,5,0,1
1,2.0,0,2,1,1
104,8.0,18,213,170,0
-12,8.0,1,175,107,1
0,2.0,0,503,0,1
3,8.0,1,0,2,0
23,2.0,0,168,56,1
8,8.0,0,0,0,0
0,3.0,0,26,23,1
36,8.0,0,0,0,0
9,8.0,0,0,17,0
0,2.0,0,15,0,1
2,2.0,0,0,3,1
111,9.0,0,0,0,0
0,8.0,0,0,0,1
0,2.0,0,247,0,1
0,2.0,0,20,0,1
0,12.0,0,5,0,1
45,8.0,0,7,31,0
33,10.0,0,0,3,0
159,2.0,0,0,55,0
1,8.0,0,350,213,1
20,4.0,0,0,5,0
0,2.0,0,4,0,1
-5,8.0,0,80,23,1
15,2.0,0,402,121,1
7,2.0,0,20,15,1
2,2.0,1,8,15,1
8,8.0,0,0,5,0
10,2.0,0,0,0,0
0,2.0,0,5,0,1
2,2.0,0,10,4,1
3,8.0,0,3,9,1
2,3.0,0,7,7,1
3,12.0,0,0,0,0
0,8.0,0,840,0,1
1,4.0,0,0,1,1
9,10.0,0,0,4,1
2,12.0,0,0,0,0
0,2.0,0,322,0,1
0,2.0,0,10,0,1
10,8.0,0,0,3,0
360,8.0,0,0,0,0
5,12.0,0,0,0,0
15,52.0,0,0,4,0
28,8.0,0,0,0,0
2,8.0,0,2,2,1
4,8.0,0,0,0,0
6,12.0,0,62,50,1
0,2.0,0,50,22,1
0,2.0,0,3,0,1
4,2.0,0,5,9,1
1,8.0,0,2,2,1
418,4.0,0,0,6,0
140,10.0,0,0,1,0
12,2.0,0,0,1,0
0,8.0,0,14,15,1
4,11.0,0,31,24,1
14,2.0,0,0,12,1
0,2.0,0,16,6,1
1,8.0,0,28,4,1
41,8.0,0,0,0,0
0,2.0,0,11,0,1
4,2.0,0,6,9,1
2,2.0,0,1121,0,0
20,2.0,0,0,0,0
304,4.0,0,0,20,0
5,8.0,0,0,1,1
10,12.0,0,0,0,0
-5,8.0,0,25,7,1
133,8.0,144,353,497,1
1,2.0,0,1,5,1
8,12.0,0,8,1,0
0,9.0,0,11,10,1
3,2.0,0,0,0,0
2,8.0,0,25,10,1
2,8.0,0,96,50,1
1,9.0,0,8,1,1
-4,8.0,1,243,174,1
14,8.0,0,68,55,0
223,8.0,3,0,91,0
0,8.0,0,3,0,1
189,9.0,0,262,324,0
48,8.0,3,162,79,0
54,2.0,0,0,0,0
2,8.0,0,19,8,1
1532,2.0,1005,910,1173,0
162,13.0,0,0,0,0
0,2.0,0,5,0,0
115,8.0,11,1217,715,1
1,4.0,0,23,22,1
7,8.0,0,8,6,0
8,2.0,0,0,2,0
11,2.0,0,12,13,1
71,8.0,0,18,7,0
1,4.0,0,0,0,0
52,2.0,0,0,21,0
2,4.0,0,0,0,0
0,8.0,0,49,0,1
0,12.0,0,6,6,1
4,8.0,0,37,38,1
92,14.0,23,116,81,0
23,8.0,0,0,0,0
14,9.0,0,0,10,0
1519,9.0,0,0,4,0
27,8.0,0,14,19,0
113,4.0,0,6,43,0
0,8.0,0,0,0,1
364,8.0,8,0,119,0
6,2.0,0,4,16,1
15,4.0,0,4,4,0
7,9.0,4,2,2,0
-1,8.0,0,66,28,1
0,5.0,0,461,2,1
2,8.0,0,16,9,1
9,12.0,0,0,3,0
0,12.0,0,8,7,1
-64,12.0,0,699,646,1
656,8.0,0,0,10,0
5,2.0,5,20,23,1
0,8.0,0,168,0,1
0,8.0,0,3,3,1
4,8.0,0,4,5,1
23,8.0,0,0,0,0
52,2.0,1,0,19,0
-9,8.0,0,350,259,1
-5,8.0,0,16,12,1
10,8.0,0,43,44,1
6,8.0,0,0,4,1
0,2.0,0,7,0,1
2,2.0,0,48,48,1
3,8.0,0,0,0,0
5,2.0,0,0,4,1
434,12.0,0,0,267,0
0,8.0,0,40,0,1
3,2.0,0,156,39,1
17,8.0,0,128,76,1
7,12.0,0,0,0,0
832,8.0,0,0,0,0
1,2.0,0,10,8,1
43,8.0,0,0,3,0
3,6.0,0,5,8,0
32,8.0,0,0,0,0
0,8.0,0,200,51,1
0,2.0,0,500,0,0
3,4.0,0,0,4,1
2,4.0,0,0,0,0
0,8.0,0,20736,0,1
89,12.0,0,85,73,0
1,9.0,0,4,6,1
-7,8.0,0,136,95,1
0,2.0,0,12,1,1
5,3.0,0,5,4,1
1,8.0,0,0,0,1
275,8.0,6,239,266,0
-21,8.0,0,279,150,1
0,2.0,0,16,8,1
0,2.0,0,500,0,1
10,14.0,0,0,0,0
1,8.0,0,5,3,1
36,2.0,0,50,39,0
6,8.0,0,0,2,0
28,8.0,0,32,23,0
249,9.0,0,0,3,0
0,8.0,0,2,2,1
10,2.0,0,0,0,0
0,2.0,0,14,0,1
1,9.0,0,2,3,1
3,8.0,0,54,36,1
12,2.0,0,0,12,1
1,12.0,0,7,0,1
0,2.0,0,4,0,0
182,8.0,102,612,426,0
21,8.0,0,398,11,0
0,2.0,0,0,0,1
20,8.0,0,0,1,0
1,8.0,0,0,1,0
0,4.0,0,0,0,0
10,8.0,0,0,0,0
108,12.0,2,0,54,0
1,9.0,0,1,2,1
16,2.0,0,0,0,0
263,8.0,45,1188,774,1
0,4.0,5,4,0,0
2,12.0,0,31,22,1
13,12.0,0,0,0,0
196,8.0,69,179,181,0
2,2.0,0,6,12,1
0,2.0,0,130,0,1
32,8.0,0,0,0,0
0,8.0,0,10,7,1
12,12.0,0,0,0,0
0,2.0,0,8,1,1
4,8.0,1,2,4,0
6,2.0,0,111,55,1
9,8.0,0,0,0,0
3,9.0,0,0,0,0
-9,8.0,0,580,317,1
3,12.0,0,0,0,0
0,2.0,0,15,0,1
11,9.0,0,0,0,0
14,8.0,2,22,25,0
1,8.0,0,6,3,1
0,2.0,0,4,0,0
15,8.0,0,0,0,0
137,2.0,0,83,74,0
-102,0.0,1,112,145,1
3,8.0,7,96,36,1
55,8.0,8,306,159,1
7,9.0,0,0,0,0
1,8.0,0,21,24,1
19,2.0,0,288,176,1
18,8.0,18,112,0,1
0,2.0,0,0,0,1
0,2.0,0,9,0,0
2,8.0,0,1,1,1
19,9.0,0,18,30,0
4,4.0,0,0,0,0
0,8.0,0,2,0,1
256,2.0,82,0,234,0
6,2.0,0,22,18,1
1,2.0,0,20,3,1
96,8.0,0,0,6,0
10,2.0,0,0,1,0
3,8.0,4,34,44,1
3,8.0,0,19,8,1
3,10.0,0,0,0,0
1,8.0,0,0,0,0
2,2.0,0,20,2,1
3,12.0,0,0,0,0
0,8.0,0,332,0,1
0,8.0,0,2,1,1
260,9.0,265,60,259,0
3,2.0,0,0,0,0
13,8.0,0,0,2,0
120,8.0,0,0,0,0
1,12.0,0,0,0,0
0,8.0,0,2,2,1
0,2.0,0,4,0,1
131,8.0,0,0,13,0
-1,8.0,0,2,2,1
19,8.0,0,5,8,0
17,8.0,0,0,33,0
2,8.0,0,0,0,0
0,2.0,0,4,6,1
0,12.0,0,163,52,1
0,8.0,0,21,16,1
15,2.0,0,0,0,0
185,8.0,64,80,138,0
1,8.0,0,3,3,1
242,52.0,0,0,7,0
22,2.0,0,0,0,0
4,8.0,0,37,14,1
1,12.0,0,40,18,1
515,8.0,40,270,294,0
0,8.0,0,5,2,1
305,12.0,0,0,0,0
0,2.0,0,126,0,1
8,4.0,0,0,0,0
1,8.0,0,0,5,1
0,2.0,0,16,0,1
0,6.0,0,12,7,1
3,12.0,0,0,0,0
4,9.0,0,20,13,1
1,8.0,0,26,14,1
0,12.0,0,17,15,1
14,9.0,0,0,4,0
56,4.0,19,34,45,0
29,2.0,0,32,13,0
56,8.0,0,24,40,0
0,8.0,0,7,1,1
2,9.0,0,0,0,0
1,3.0,0,36,51,1
195,2.0,0,245,0,0
64,8.0,4,364,332,1
9,12.0,9,0,0,0
3,8.0,0,0,0,0
35,8.0,0,0,25,1
245,8.0,28,78,162,0
1,8.0,0,9,6,1
0,12.0,0,10,7,1
22,8.0,0,71,146,1
46,2.0,38,180,174,0
-1,2.0,0,40,36,1
0,12.0,0,3,2,1
28,9.0,0,0,5,0
-3,8.0,0,18,14,1
101,8.0,3,512,476,1
0,2.0,0,0,0,1
-3,2.0,0,37,21,1
0,9.0,0,2,2,1
37,8.0,0,35,48,0
1,12.0,0,4,3,1
1,9.0,0,3,3,1
0,8.0,0,3,2,1
5,12.0,0,75,31,1
2416,8.0,0,0,108,0
10,2.0,0,0,1,0
